codmpio,ano,subsidiado,cober_subsidiado,contributivo,especial,nacimientos,naci_bajopeso,defunciones,defun_menores,defun_ninez,tmi,prestadores,sedes,tacued,turbacued,truracued,taseo,turbaseo,truraseo,talcan,turbalcan,truralcan,uee_cm_sin,uee_resto_sin,ueetot_sin,uee_cm_zni,uee_resto_zni,ueetot_zni,uee_cm,uee_resto,tot_uee,uee_subn_sin,icee_cm,icee_resto,icee_tot,catastro,g_ures_ani,g_ures_con,g_u_tot,cob_gres_pot,cob_gres_efec
68705,2008,1928,1,NA,NA,24,3,10,2,0,21.01,NA,NA,11.34,83.33,0.59,10.83,73.53,1.46,10.06,75.49,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68705,2009,1861,0.905596107055961,38,NA,23,2,3,0,0,20.32,NA,NA,11.34,83.33,0.59,10.83,73.53,1.46,10.06,75.49,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68705,2010,1844,0.9967567567567568,50,NA,20,3,4,0,0,19.63,1,1,11.38,83.5,0.58,10.87,73.79,1.45,10.11,75.73,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68705,2011,1732,1,49,34,16,1,6,0,1,18.15137212290286,1,1,11.74,81.9,1.02,11.36,70.48,2.33,10.35,74.29,0.58,NA,NA,587,NA,NA,0,111,476,587,0,93.30048370361328,87.33470916748047,88.40361785888672,NA,NA,NA,NA,NA,NA
68705,2012,1650,1,53,38,21,1,14,1,0,18.15137212290286,1,1,11.4,83.81,0.43,11.4,83.81,0.43,11.4,83.81,0.43,112,478,590,0,0,0,112,478,590,0,100,77.47163391113281,80.93278503417969,NA,NA,NA,NA,NA,NA
68705,2013,1617,1,66,38,9,2,6,0,0,16.336234910612575,1,1,13.22,100,0.43,13.22,100,0.43,13.22,100,0.43,251,478,729,0,0,0,251,478,729,0,100,77.47163391113281,83.986175537109375,NA,NA,NA,NA,NA,NA
68705,2014,1396,0.9769069279216235,63,39,9,0,6,0,0,14.702611419551317,1,1,12.55,100,0,12.55,100,0,12.55,100,0,133,616,749,0,0,0,133,616,749,0,100,88.888885498046875,90.67796325683594,NA,NA,NA,NA,NA,NA
68705,2015,1357,0.9706723891273248,52,42,14,3,4,0,0,13.44082748,1,1,12.5,100,0,12.5,100,0,12.5,100,0,0,793,793,0,0,0,0,793,793,0,NA,100,100,NA,NA,NA,NA,NA,NA
68705,2016,1410,0.9854604200323102,65,42,NA,NA,NA,NA,NA,NA,1,1,10.33,87,0,10.33,87,0,10.33,87,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68720,1998,2628,0.6538933526814107,NA,NA,39,0,6,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68720,1999,2628,0.6439888492889657,NA,NA,54,5,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68720,2000,2628,0.6344736476150744,NA,NA,71,3,11,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68720,2001,2692,0.6405552367056234,NA,NA,67,1,10,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68720,2002,2758,0.6470259795710579,NA,NA,105,3,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68720,2003,2818,0.6519290901031705,NA,NA,86,5,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68720,2004,3326,0.7591340302941496,NA,NA,72,3,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68720,2005,3398,0.7829493087557604,NA,NA,90,2,11,2,0,29.93,NA,NA,53.125,96.02272727272727,44.221698113207545,NA,NA,NA,31.8359375,93.75,18.985849056603772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68720,2006,3409,0.785483870967742,NA,NA,83,6,13,1,1,28.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68720,2007,3533,0.845,NA,NA,51,0,5,0,1,27.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68720,2008,3602,0.8796092796092796,NA,NA,60,4,5,0,0,26.34,NA,NA,9.94,94.48,0,9.94,94.48,0,9.94,94.48,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68720,2009,3756,0.9065894279507604,61,NA,55,2,14,1,0,25.14,NA,NA,10.1,96.17,0,10.1,96.17,0,10.1,96.17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68720,2010,3525,0.8992346938775511,42,NA,50,3,11,0,0,23.94,1,1,27,100,18.32,20.44,100,10.98,20.09,100,10.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68720,2011,3569,1,48,7,37,1,11,0,0,23.94,1,3,11.61,100,2.29,0,0,0,0,0,0,NA,NA,892,NA,NA,0,209,683,892,0,100,82.687652587890625,86.18357849121094,NA,NA,NA,NA,NA,NA
68720,2012,3519,1,17,10,30,1,11,0,0,23.434843656772188,1,3,11.86,100,2.89,0,0,0,0,0,0,212,784,996,0,0,0,212,784,996,0,100,81.07549285888672,84.4783706665039,NA,NA,NA,NA,NA,NA
68720,2013,3424,1,41,10,30,2,4,0,0,23.434843656772188,1,3,10.84,100,2.12,0,0,0,10.84,100,2.12,566,784,1350,0,0,0,566,784,1350,0,100,72.998138427734375,82.31707000732422,NA,NA,NA,NA,NA,NA
68720,2014,3150,0.9834530128004996,70,108,35,1,5,0,0,21.809247174270347,1,2,43.17,100,28.06,36.24,93.5,21.01,40.02,92,26.2,263,880,1143,0,0,0,263,880,1143,0,100,60.56435012817383,66.60839080810547,NA,NA,NA,NA,NA,NA
68720,2015,3175,0.9811495673671199,89,113,23,0,8,0,0,24.599304165274756,1,2,9.63,100,0,9.63,100,0,9.63,100,0,206,1190,2298,0,0,0,1108,1190,2298,902,100,81.89951823812801,89.73057399453339,NA,NA,NA,NA,NA,NA
68720,2016,3237,0.9889415481832543,156,119,NA,NA,NA,NA,NA,NA,1,2,24.28,100,15.23,20.22,100,10.68,24.28,100,15.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68745,1998,5250,0.8676036786395975,NA,NA,112,3,43,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68745,1999,5250,0.8642046436596186,NA,NA,124,3,47,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68745,2000,5250,0.8613363346119393,NA,NA,115,6,40,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68745,2001,5476,0.8957914487578174,NA,NA,103,3,36,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68745,2002,5542,0.9043873885120608,NA,NA,92,7,41,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68745,2003,5589,0.910201289818253,NA,NA,118,8,41,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68745,2004,7445,1.210701987616527,NA,NA,111,8,47,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68745,2005,8555,1.1175702155453953,NA,NA,126,8,47,2,0,23.48,NA,NA,54.66334164588529,99.35897435897436,41.05400130123618,NA,NA,NA,23.790523690773068,98.93162393162393,0.9108653220559532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68745,2006,8563,1,NA,NA,110,9,50,3,0,22.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68745,2007,8582,1,NA,NA,86,5,42,0,0,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68745,2008,8582,1,NA,NA,123,8,33,1,0,20.66,NA,NA,65.38,100,48.53,65.38,100,48.53,65.38,100,48.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68745,2009,8402,1,374,NA,58,2,28,3,2,19.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68745,2010,7372,1,366,NA,95,2,48,2,1,18.79,1,1,29.17,100,14.71,16.96,100,0,16.96,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68745,2011,6752,1,359,24,100,7,38,0,1,18.568412196165596,1,3,100,100,0,100,100,0,100,100,0,NA,NA,2084,NA,NA,0,608,1476,2084,0,95.69761657714844,96.30281829833984,96.125457763671875,NA,NA,NA,NA,NA,NA
68745,2012,6742,1,370,24,85,3,29,1,0,18.568412196165596,1,3,26.83,99.85,12.52,16.36,99.85,0,16.33,99.69,0,639,1543,2182,0,0,0,639,1543,2182,0,100,70.81230163574219,77.43080139160156,NA,NA,NA,NA,NA,NA
68745,2013,6408,1,312,25,72,5,31,1,0,18.120715031335344,1,3,31.83,99.85,18.32,16.54,99.85,0,16.52,99.7,0,1275,1543,2818,0,0,0,1275,1543,2818,0,100,70.81230163574219,81.58656311035156,NA,NA,NA,NA,NA,NA
68745,2014,5588,0.9753883749345436,335,125,87,12,33,1,0,17.17190306568406,1,3,32.25,99.85,18.74,16.64,99.85,0,16.61,99.7,0,742,1857,2599,0,0,0,742,1857,2599,0,100,88.72431945800781,91.67548370361328,NA,NA,NA,NA,NA,NA
68745,2015,5636,0.9749178342847258,390,134,59,4,28,0,0,18.03234585,1,3,67.28,100,49.36,35.38,100,0,35.38,100,0,771,2168,4688,0,0,0,2520,2168,4688,1749,100,100,100,NA,NA,NA,NA,NA,NA
68745,2016,5846,0.9845771794536662,597,159,NA,NA,NA,NA,NA,NA,1,3,68.37,100,49.14,37.81,100,0,37.81,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68755,1998,5523,1.0514304251182787,NA,NA,543,37,164,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68755,1999,5523,1.0540929266032213,NA,NA,585,31,153,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68755,2000,5523,1.057678423628264,NA,NA,539,26,173,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68755,2001,5888,1.1322175503719512,NA,NA,507,35,164,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68755,2002,6316,1.2204448865562083,NA,NA,566,45,189,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68755,2003,6450,1.2533865727902795,NA,NA,514,36,171,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68755,2004,9892,1.93496165873082,NA,NA,480,31,171,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68755,2005,10743,0.6144826402791282,NA,NA,467,44,175,4,1,12.22,NA,NA,91.59600242277408,99.3955421231583,60.0763358778626,NA,NA,NA,80.76923076923077,99.13109180204005,6.564885496183207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68755,2006,11020,0.6303266029857576,NA,NA,496,29,210,9,1,11.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68755,2007,9069,0.5842,NA,NA,461,36,148,4,2,11.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68755,2008,12435,0.8035021969501164,NA,NA,437,37,173,4,0,10.75,NA,NA,53.02,67.36,0.09,52.88,67.19,0.04,53,67.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68755,2009,14352,1,14008,NA,71,12,33,3,0,10.26,NA,NA,53.02,67.36,0.09,52.88,67.19,0.04,53,67.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68755,2010,10833,0.6059402617742478,13947,NA,388,18,148,1,0,9.77,2,5,52.98,67.5,0,52.65,67.08,0,52.98,67.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68755,2011,13023,1,14846,357,433,33,157,2,0,9.77,1,1,52.98,67.5,0,52.65,67.08,0,52.98,67.5,0,NA,NA,8471,NA,NA,0,6730,1741,8471,0,100,100,100,NA,NA,NA,NA,NA,NA
68755,2012,12949,1,15090,363,414,33,106,2,0,9.694614064812578,1,1,71.13,95.34,0.04,71.29,95.29,0.84,71.11,95.33,0,7011,1770,8781,0,0,0,7011,1770,8781,0,100,87.1063003540039,97.10272979736328,NA,NA,NA,NA,NA,NA
68755,2013,13874,1,14948,364,468,34,131,7,1,8.72515265833132,1,1,69.57,95.95,0,69.46,95.52,0.75,69.56,95.93,0,7273,1770,9043,0,0,0,7273,1770,9043,0,100,87.1063003540039,97.18431091308594,6599,2788,799,799,42.24882507324219,12.107894897460938
68755,2014,12725,0.9755443115608708,15082,717,441,37,211,5,1,9.576049995343318,1,1,73.43,100,0.15,73.39,100,0,73.39,100,0,8695,2069,10764,0,0,0,8695,2069,10764,0,100,92.73868560791016,98.51729583740234,7097,6328,2666,2670,89.16443634033203,37.56517028808594
68755,2015,13646,0.9763182371038134,14122,762,489,48,190,4,0,9.955136632,1,1,72.65,97.05,3.72,71.68,97.05,0,71.68,97.05,0,9022,2311,11333,0,0,0,9022,2311,11333,0,100,100,100,7097,7068,2939,2951,99.59137725830078,41.411865234375
68755,2016,14614,0.9896668072543231,14913,920,NA,NA,NA,NA,NA,NA,1,1,70.96,95.92,2.98,70.19,95.92,0.11,70.19,95.92,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7097,6378,3135,3160,89.86895751953125,44.1735954284668
68770,1998,6541,1.2670389719570048,NA,NA,203,15,71,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68770,1999,6541,1.2693867237790426,NA,NA,203,15,95,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68770,2000,6541,1.272709725673752,NA,NA,201,13,83,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68770,2001,6807,1.3287302437508492,NA,NA,169,10,74,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68770,2002,7093,1.3899743130081843,NA,NA,196,9,75,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68770,2003,7128,1.4031578926647204,NA,NA,185,10,89,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68770,2004,8455,1.6733866019821766,NA,NA,202,9,72,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68770,2005,8589,0.8130443014009845,NA,NA,135,6,78,2,3,19.41,NA,NA,60.399397136397894,94.53551912568307,51.496437054631826,NA,NA,NA,34.81537302185381,89.25318761384335,20.617577197149643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68770,2006,8608,0.8148428625520636,NA,NA,161,6,81,1,0,19.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68770,2007,7677,0.8185,NA,NA,186,13,60,2,0,19.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68770,2008,7862,0.8330154693791058,NA,NA,128,13,47,0,1,19.41,NA,NA,89,100,85.88,35.34,92.62,19.14,30.92,83.13,16.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68770,2009,8803,0.9225529239153217,764,NA,15,4,20,1,0,19.41,NA,NA,89,100,85.88,35.34,92.62,19.14,30.92,83.13,16.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68770,2010,7683,0.8935799023028611,813,NA,88,6,34,2,0,19.41,1,4,96.49,100,95.31,36.8,90.78,18.67,38.42,81.11,24.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68770,2011,7700,1,851,101,75,6,25,2,1,18.23896861274012,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3541,NA,NA,0,1258,2283,3541,0,100,100,100,NA,NA,NA,NA,NA,NA
68770,2012,7544,1,673,104,82,2,43,1,0,18.23896861274012,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1278,2329,3607,0,0,0,1278,2329,3607,0,100,95.4117202758789,96.98844146728516,NA,NA,NA,NA,NA,NA
68770,2013,7433,1,615,105,101,7,55,0,0,17.58487069220674,1,5,21.81,100,7.28,26.67,100,13.04,21.81,100,7.28,1407,2329,3736,0,0,0,1407,2329,3736,0,100,95.4117202758789,97.08939361572266,1002,1002,734,734,100,73.25349426269531
68770,2014,5779,0.9761824324324324,625,170,96,9,58,0,0,17.293829853178813,1,5,23.1,100,8.64,23.1,100,8.64,23.1,100,8.64,1480,2557,4037,0,0,0,1480,2557,4037,0,100,95.80367279052734,97.30055236816406,1002,1002,825,828,100,82.3353271484375
68770,2015,5828,0.9753974895397489,591,179,78,5,61,0,0,16.69829088,1,1,23.07,100,8.68,23.07,100,8.68,23.07,100,8.68,763,3293,4056,0,0,0,763,3293,4056,0,100,100,100,1002,1002,880,883,100,87.82434844970703
68770,2016,5958,0.9853211009174312,638,204,NA,NA,NA,NA,NA,NA,1,1,21.75,100,6.81,26.1,100,11.99,21.75,100,6.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002,1002,908,917,100,90.61876678466797
68773,1998,6365,1.1512968685448692,NA,NA,90,5,34,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68773,1999,6365,1.1525923640257907,NA,NA,123,11,30,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68773,2000,6365,1.1547913955068907,NA,NA,149,6,46,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68773,2001,6570,1.1949895561186739,NA,NA,124,11,39,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68773,2002,6618,1.2076047348032122,NA,NA,122,6,47,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68773,2003,6660,1.2198436695242025,NA,NA,121,8,42,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68773,2004,7521,1.3839660149028907,NA,NA,144,7,50,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68773,2005,7688,0.9294003868471954,NA,NA,161,16,43,4,0,27.1,NA,NA,59.90950226244344,100,57.84966698382493,NA,NA,NA,20.452488687782804,92.5925925925926,16.74595623215985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68773,2006,7695,0.9302466150870407,NA,NA,120,11,46,2,1,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,98,99,100,98
68773,2007,7130,0.8991,NA,NA,113,6,39,3,0,27.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,99,100,100,99
68773,2008,7138,0.9187797657356159,NA,NA,109,7,47,5,1,27.1,NA,NA,78.53,100,76.73,47.37,100,42.95,47.37,100,42.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2040,1940,1198,1238,95.09803771972656,58.72549057006836
68773,2009,7649,0.9836676954732511,216,NA,104,10,41,3,0,27.1,NA,NA,9.98,100,7.72,2.45,100,0,2.45,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,99,100,100,99
68773,2010,7187,0.9858710562414266,230,NA,65,3,34,1,0,27.1,1,4,32.03,0,32.03,23.51,0,23.51,23.51,0,23.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,101,100,100
68773,2011,6497,1,185,37,65,3,28,1,0,27.1,1,4,32.03,0,32.03,23.51,0,23.51,23.51,0,23.51,NA,NA,2608,NA,NA,0,465,2143,2608,0,100,89.8532485961914,91.50877380371094,100,100,100,101,100,100
68773,2012,6318,1,192,39,51,2,26,0,0,27.1,1,4,32.03,0,32.03,23.51,0,23.51,23.51,0,23.51,464,2209,2673,0,0,0,464,2209,2673,0,100,83.9604721069336,86.36510467529297,110,110,104,105,100,94.54545593261719
68773,2013,5739,0.9963541666666667,248,39,37,3,23,2,0,24.39,1,4,9.98,100,7.72,2.45,100,0,2.45,100,0,886,2209,3095,0,0,0,886,2209,3095,0,100,83.9604721069336,88.00113677978516,110,110,104,105,100,94.54545593261719
68773,2014,5399,0.9789664551223934,207,175,42,3,23,0,0,24.11398408943957,1,4,9.99,100,7.73,2.45,100,0,2.45,100,0,535,2233,2768,0,0,0,535,2233,2768,0,100,87.39726257324219,89.57928466796875,2959,86,86,91,2.9063873291015625,2.9063873291015625
68773,2015,5402,0.9761474521142031,238,174,57,6,27,0,0,23.55149274,1,4,9.98,100,7.73,2.45,100,0,2.45,100,0,157,2793,2950,0,0,0,157,2793,2950,0,100,100,100,2959,85,85,92,2.8725922107696533,2.8725922107696533
68773,2016,5370,0.9859931455818804,214,208,NA,NA,NA,NA,NA,NA,1,4,10.03,100,7.76,10.03,100,7.76,10.03,100,7.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2959,245,245,250,8.279824256896973,8.279824256896973
68780,1998,2459,1.0460958587962028,NA,NA,56,2,24,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68780,1999,2459,1.0523932638271591,NA,NA,56,4,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
